tick,timestamp_wib,intersectionId,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_temp_c,accident_count,roadwork_flag,event_flag,date_only,is_holiday,is_weekend,day_name,hour,minute,day,day_of_week,month,hour_sin,hour_cos,traffic_period,congestion_level,lag_1,lag_5,lag_15,lag_30,lag_60,lag_speed_15,lag_queue_15,roll_mean_15,roll_std_15,roll_min_15,roll_max_15,roll_median_15,roll_mean_60,roll_std_60,roll_min_60,roll_max_60,delta_volume,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Hot,weather_condition_Rain,target_volume_15m,target_volume_2h,target_volume_4h,weather_condition
84,2026-05-01 01:24:00+07:00,TMG-1012,25,1523.32,55.9125,0,0.0,27.75,0.39749999999999996,32.0,0,0,0,2026-05-01,1,0,Friday,1,24,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1163.99,1324.6399999999999,2597.84,1562.98,1978.3400000000001,56.5125,0.0,1868.7053333333336,420.1943056979145,1163.99,2597.84,1884.02,1863.1796666666667,405.4662582210994,838.01,2904.34,359.3299999999999,1,0,0,0,1674.71,1611.7800000000002,1707.46,Clear
85,2026-05-01 01:25:00+07:00,TMG-1012,39,2327.53,55.0575,0,0.0,24.75,0.2875,32.2,0,0,0,2026-05-01,1,0,Friday,1,25,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1523.32,2265.96,1884.02,2019.83,2307.59,54.9125,0.0,1797.0706666666667,376.3135421325959,1163.99,2411.77,1814.6,1855.596,407.52586020554725,838.01,2904.34,804.2100000000003,1,0,0,0,1421.79,1202.07,2163.1,Clear
86,2026-05-01 01:26:00+07:00,TMG-1012,27,1608.98,55.0275,0,0.0,25.75,0.12,32.2,0,0,0,2026-05-01,1,0,Friday,1,26,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2327.53,1971.8400000000001,1661.3600000000001,2058.75,1571.75,55.1025,0.0,1826.638,400.2927373132248,1163.99,2411.77,1814.6,1855.9283333333333,407.9086549256793,838.01,2904.34,-718.5500000000002,1,0,0,0,1772.33,1238.94,1211.25,Clear
87,2026-05-01 01:27:00+07:00,TMG-1012,16,999.96,55.68,0,0.0,27.75,0.14,32.1,0,0,0,2026-05-01,1,0,Friday,1,27,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1608.98,1957.8,2406.44,1632.1799999999998,2202.81,55.925,0.0,1823.146,402.06210735229894,1163.99,2411.77,1814.6,1856.5488333333335,407.4971524912124,838.01,2904.34,-609.02,1,0,0,0,1832.5500000000002,1381.3000000000002,1987.9099999999999,Clear
88,2026-05-01 01:28:00+07:00,TMG-1012,24,1423.76,56.212500000000006,0,0.0,26.75,0.16749999999999998,32.0,0,0,0,2026-05-01,1,0,Friday,1,28,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,999.96,1163.99,2411.77,1511.73,2302.0,56.2775,0.0,1729.3806666666667,419.92170771069556,999.96,2411.77,1631.04,1836.5013333333334,419.5824261256021,838.01,2904.34,423.79999999999995,1,0,0,0,1582.8899999999999,1433.56,1871.42,Clear
89,2026-05-01 01:29:00+07:00,TMG-1012,26,1567.92,55.5075,0,0.0,24.0,0.085,32.1,0,0,0,2026-05-01,1,0,Friday,1,29,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1423.76,1523.32,1401.17,1921.49,2033.12,56.1475,0.0,1663.5133333333333,380.91530499699354,999.96,2327.53,1617.29,1821.864,418.3852460867268,838.01,2904.34,144.16000000000008,1,0,0,0,1329.16,1585.0,1938.74,Clear
90,2026-05-01 01:30:00+07:00,TMG-1012,29,1745.6,56.29,0,0.0,27.75,0.3125,32.0,0,0,0,2026-05-01,1,0,Friday,1,30,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1567.92,2327.53,1814.6,2423.33,1202.11,56.055,0.0,1674.63,375.1010274198523,999.96,2327.53,1617.29,1814.1106666666667,418.71430009974904,838.01,2904.34,177.67999999999984,1,0,0,0,2328.2799999999997,1043.52,1521.0300000000002,Clear
91,2026-05-01 01:31:00+07:00,TMG-1012,23,1391.47,55.985,0,0.0,27.5,0.12250000000000001,32.1,0,0,0,2026-05-01,1,0,Friday,1,31,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1745.6,1608.98,1631.04,2162.67,1638.18,55.6125,0.0,1670.03,373.68232027447397,999.96,2327.53,1617.29,1823.1688333333334,411.05907270264487,838.01,2904.34,-354.1299999999999,1,0,0,0,2001.55,1655.6399999999999,2367.81,Clear
92,2026-05-01 01:32:00+07:00,TMG-1012,29,1802.3600000000001,55.7775,0,0.0,26.75,0.27249999999999996,32.2,0,0,0,2026-05-01,1,0,Friday,1,32,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1391.47,999.96,1920.82,1016.72,1599.06,56.2375,0.0,1654.0586666666668,380.52481353044664,999.96,2327.53,1608.98,1819.057,414.1630870468824,838.01,2904.34,410.8900000000001,1,0,0,0,1677.5,2017.3100000000002,1386.46,Clear
93,2026-05-01 01:33:00+07:00,TMG-1012,42,2511.65,55.115,0,0.0,24.75,0.0025,32.1,0,0,0,2026-05-01,1,0,Friday,1,33,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1802.3600000000001,1423.76,1617.29,1681.26,2285.89,56.1875,0.0,1646.1613333333332,375.79287896900036,999.96,2327.53,1608.98,1822.4453333333333,413.16315895808776,838.01,2904.34,709.29,1,0,0,0,1776.94,2124.28,1615.1599999999999,Clear
94,2026-05-01 01:34:00+07:00,TMG-1012,47,2853.47,55.4925,0,0.0,26.0,0.2425,32.0,0,0,0,2026-05-01,1,0,Friday,1,34,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2511.65,1567.92,1324.6399999999999,1920.1200000000001,2904.34,56.025,0.0,1705.7853333333335,436.8716539191979,999.96,2511.65,1608.98,1826.2079999999999,418.4494504667587,838.01,2904.34,341.8199999999997,1,0,0,0,1465.53,1393.3899999999999,1803.8,Clear
95,2026-05-01 01:35:00+07:00,TMG-1012,39,2343.34,55.9225,0,0.0,24.25,0.052500000000000005,31.7,0,0,0,2026-05-01,1,0,Friday,1,35,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2853.47,1745.6,2265.96,1558.27,1682.02,55.99,0.0,1807.7073333333333,513.2586862178713,999.96,2853.47,1745.6,1825.3601666666666,416.27386868194054,838.01,2853.47,-510.12999999999965,1,0,0,0,1935.11,1301.12,1886.4899999999998,Clear
96,2026-05-01 01:36:00+07:00,TMG-1012,44,2677.57,56.6025,0,0.0,25.5,0.23,31.8,0,0,0,2026-05-01,1,0,Friday,1,36,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2343.34,1391.47,1971.8400000000001,2328.41,1672.86,56.005,0.0,1812.8659999999998,518.5550236102516,999.96,2853.47,1745.6,1836.3821666666668,421.1408984888215,838.01,2853.47,334.23,1,0,0,0,977.3299999999999,1522.5700000000002,1246.2800000000002,Clear
97,2026-05-01 01:37:00+07:00,TMG-1012,29,1768.05,55.019999999999996,0,0.0,24.5,0.3375,31.9,0,0,0,2026-05-01,1,0,Friday,1,37,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2677.57,1802.3600000000001,1957.8,1714.9299999999998,1373.11,55.6975,0.0,1859.9146666666668,564.0305839335141,999.96,2853.47,1745.6,1853.1273333333334,434.2976633283093,838.01,2853.47,-909.5200000000002,1,0,0,0,1380.31,1199.67,1834.47,Clear
98,2026-05-01 01:38:00+07:00,TMG-1012,31,1884.23,56.6775,0,0.0,23.75,0.0,32.0,0,0,0,2026-05-01,1,0,Friday,1,38,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1768.05,2511.65,1163.99,1683.13,1433.06,55.9725,0.0,1847.2646666666667,563.8062126281469,999.96,2853.47,1745.6,1859.7096666666666,429.8694135095838,838.01,2853.47,116.18000000000006,1,0,0,0,2432.67,1246.68,1595.6599999999999,Clear
99,2026-05-01 01:39:00+07:00,TMG-1012,28,1674.71,56.9625,0,0.0,25.5,0.39,31.8,0,0,0,2026-05-01,1,0,Friday,1,39,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1884.23,2853.47,1523.32,2597.84,2295.01,55.9125,0.0,1895.2806666666668,531.1848855889023,999.96,2853.47,1768.05,1867.2291666666667,426.2102167618406,838.01,2853.47,-209.51999999999998,1,0,0,0,1832.46,1454.33,1338.77,Clear
100,2026-05-01 01:40:00+07:00,TMG-1012,23,1421.79,55.3925,0,0.0,27.75,0.2975,31.8,0,0,0,2026-05-01,1,0,Friday,1,40,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1674.71,2343.34,2327.53,1884.02,2043.99,55.0575,0.0,1905.3733333333332,525.0151093154594,999.96,2853.47,1768.05,1856.8908333333334,423.17020063171236,838.01,2853.47,-252.92000000000007,1,0,0,0,1399.8200000000002,1003.1200000000001,1915.25,Clear
101,2026-05-01 01:41:00+07:00,TMG-1012,29,1772.33,56.5925,0,0.0,23.75,0.07250000000000001,31.9,0,0,0,2026-05-01,1,0,Friday,1,41,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1421.79,2677.57,1608.98,1661.3600000000001,1744.46,55.0275,0.0,1844.9906666666668,525.0794295487475,999.96,2853.47,1745.6,1846.5208333333333,426.12090522781824,838.01,2853.47,350.53999999999996,1,0,0,0,1810.65,2310.15,1313.78,Clear
102,2026-05-01 01:42:00+07:00,TMG-1012,30,1832.5500000000002,56.845,0,0.0,24.5,0.18,31.7,0,0,0,2026-05-01,1,0,Friday,1,42,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1772.33,1768.05,999.96,2406.44,2066.76,55.68,0.0,1855.8806666666667,521.5168370719433,999.96,2853.47,1768.05,1846.9853333333333,426.02294532964385,838.01,2853.47,60.220000000000255,1,0,0,0,1826.21,1343.9,1982.76,Clear
103,2026-05-01 01:43:00+07:00,TMG-1012,26,1582.8899999999999,54.975,0,0.0,23.25,0.3975,31.5,0,0,0,2026-05-01,1,0,Friday,1,43,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1832.5500000000002,1884.23,1423.76,2411.77,1547.65,56.212500000000006,0.0,1911.3866666666668,465.17644507474887,1391.47,2853.47,1772.33,1843.0818333333334,425.04697014422464,838.01,2853.47,-249.6600000000003,1,0,0,0,1602.72,2100.49,2402.4,Clear
104,2026-05-01 01:44:00+07:00,TMG-1012,22,1329.16,55.0325,0,0.0,24.75,0.4075,31.5,0,0,0,2026-05-01,1,0,Friday,1,44,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1582.8899999999999,1674.71,1567.92,1401.17,2244.63,55.5075,0.0,1921.9953333333333,454.9638829914596,1391.47,2853.47,1772.33,1843.6691666666666,424.65598853377656,838.01,2853.47,-253.7299999999998,1,0,0,0,1430.83,1148.8700000000001,1692.98,Clear
105,2026-05-01 01:45:00+07:00,TMG-1012,39,2328.2799999999997,54.9625,0,0.0,26.0,0.5675,31.7,0,0,0,2026-05-01,1,0,Friday,1,45,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1329.16,1421.79,1745.6,1814.6,2050.19,56.29,0.0,1906.0780000000002,472.090628091078,1329.16,2853.47,1772.33,1828.4113333333335,426.44791863726647,838.01,2853.47,999.1199999999997,1,0,0,0,1839.53,1600.85,1240.35,Clear
106,2026-05-01 01:46:00+07:00,TMG-1012,34,2001.55,56.4,0,0.0,24.25,0.155,31.7,0,0,0,2026-05-01,1,0,Friday,1,46,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2328.2799999999997,1772.33,1391.47,1631.04,2207.35,55.985,0.0,1944.9233333333332,481.81507991977077,1329.16,2853.47,1802.3600000000001,1833.0461666666667,430.3921313591875,838.01,2853.47,-326.7299999999998,1,0,0,0,1850.32,1471.75,2266.5699999999997,Clear
107,2026-05-01 01:47:00+07:00,TMG-1012,29,1677.5,55.6225,0,0.0,25.5,0.01,31.8,0,0,0,2026-05-01,1,0,Friday,1,47,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,2001.55,1832.5500000000002,1802.3600000000001,1920.82,1682.08,55.7775,0.0,1985.5953333333334,456.8622495405348,1329.16,2853.47,1832.5500000000002,1829.6161666666667,428.17290396339473,838.01,2853.47,-324.04999999999995,1,0,0,0,1516.28,1960.7800000000002,1617.04,Clear
108,2026-05-01 01:48:00+07:00,TMG-1012,30,1776.94,56.2425,0,0.0,25.0,0.035,31.8,0,0,0,2026-05-01,1,0,Friday,1,48,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1677.5,1582.8899999999999,2511.65,1617.29,1388.72,55.115,0.0,1977.2713333333334,461.5526454396949,1329.16,2853.47,1832.5500000000002,1829.5398333333333,428.2000594466812,838.01,2853.47,99.44000000000005,1,0,0,0,1843.79,1850.8400000000001,1773.3999999999999,Clear
109,2026-05-01 01:49:00+07:00,TMG-1012,24,1465.53,57.1375,0,0.0,26.25,0.0,31.8,0,0,0,2026-05-01,1,0,Friday,1,49,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1776.94,1329.16,2853.47,1324.6399999999999,2045.5,55.4925,0.0,1928.2906666666668,439.23775869545807,1329.16,2853.47,1776.94,1836.0101666666667,424.3418606620626,838.01,2853.47,-311.4100000000001,1,0,0,0,2510.7599999999998,1639.69,1632.13,Clear
110,2026-05-01 01:50:00+07:00,TMG-1012,32,1935.11,55.4675,0,0.0,25.75,0.19,31.6,0,0,0,2026-05-01,1,0,Friday,1,50,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1465.53,2328.2799999999997,2343.34,2265.96,1971.58,55.9225,0.0,1835.7613333333331,371.3664722705415,1329.16,2677.57,1772.33,1826.3440000000003,426.0909894241777,838.01,2853.47,469.5799999999999,1,0,0,0,1444.3899999999999,1538.9,2139.14,Clear
111,2026-05-01 01:51:00+07:00,TMG-1012,16,977.3299999999999,56.2825,0,0.0,27.5,0.135,31.6,0,0,0,2026-05-01,1,0,Friday,1,51,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1935.11,2001.55,2677.57,1971.8400000000001,838.01,56.6025,0.0,1808.546,345.5747524425281,1329.16,2677.57,1772.33,1825.7361666666666,425.90626652833777,838.01,2853.47,-957.78,1,0,0,0,1868.77,1614.85,1274.77,Clear
112,2026-05-01 01:52:00+07:00,TMG-1012,23,1380.31,55.375,0,0.0,28.75,0.2575,31.4,0,0,0,2026-05-01,1,0,Friday,1,52,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,977.3299999999999,1677.5,1768.05,1957.8,2488.06,55.019999999999996,0.0,1695.1966666666665,317.9064315321797,977.3299999999999,2328.2799999999997,1768.05,1828.0581666666665,420.7789239280002,977.3299999999999,2853.47,402.98,1,0,0,0,1651.24,1858.48,1995.21,Clear
113,2026-05-01 01:53:00+07:00,TMG-1012,40,2432.67,55.667500000000004,0,0.0,25.5,0.0575,31.6,0,0,0,2026-05-01,1,0,Friday,1,53,1,4,5,0.25881904510252074,0.9659258262890683,Late Night,low,1380.31,1776.94,1884.23,1163.99,1764.17,56.6775,0.0,1669.3473333333334,327.18781992407264,977.3299999999999,2328.2799999999997,1677.5,1809.5956666666666,415.59969806503904,977.3299999999999,2853.47,1052.3600000000001,1,0,0,0,1010.11,1594.0,2050.58,Clear
